SN,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance
135993,2008,1,10,4,1235,1240,1340,1343,YV,7255,N593ML,65,63,35,-3,-5,IAD,PIT,183
135994,2008,1,10,4,2307,2205,5,2307,YV,7385,N75995,58,62,39,58,62,IAD,PIT,183
135995,2008,1,10,4,1210,1215,1318,1337,YV,7257,N515MJ,68,82,54,-19,-5,IAD,PVD,372
135996,2008,1,10,4,1719,1645,1854,1821,YV,7259,N75995,95,96,70,33,34,IAD,PWM,494
135997,2008,1,10,4,1701,1525,1827,1628,YV,7175,N75987,86,63,46,119,96,IAD,RDU,224
135999,2008,1,10,4,1220,1235,1318,1333,YV,7272,N75994,58,58,37,-15,-15,IAD,ROA,177
136000,2008,1,10,4,1649,1655,1743,1758,YV,7291,N47202,54,63,38,-15,-6,IAD,ROA,177
136001,2008,1,10,4,822,825,928,942,YV,7271,N75998,66,77,46,-14,-3,IAD,ROC,289
136002,2008,1,10,4,1826,1835,2106,2122,YV,7445,N514MJ,220,227,201,-16,-9,IAD,SAT,1362
136003,2008,1,10,4,1636,1645,1833,1829,YV,7223,N75994,117,104,93,4,-9,IAD,SAV,515
136004,2008,1,10,4,839,843,1026,1026,YV,7277,N508MJ,107,103,76,0,-4,IAD,SAV,515
136005,2008,1,10,4,1209,1215,1353,1359,YV,7319,N649BR,104,104,82,-6,-6,IAD,SAV,515
136006,2008,1,10,4,1644,1650,1740,1757,YV,7285,N593ML,116,127,100,-17,-6,IAD,SPI,657
136007,2008,1,10,4,1648,1650,1754,1810,YV,7306,N649BR,66,80,46,-16,-2,IAD,SYR,296
136008,2008,1,10,4,715,715,1040,1036,YV,2602,N920FJ,145,141,116,4,0,IAH,CLT,913
136009,2008,1,10,4,1010,1010,1400,1331,YV,2630,N914FJ,170,141,130,29,0,IAH,CLT,913
136010,2008,1,10,4,1725,1725,2040,2050,YV,2644,N908FJ,135,145,108,-10,0,IAH,CLT,913
136011,2008,1,10,4,1134,1135,1322,1302,YV,7442,N507MJ,168,147,126,20,-1,IAH,DEN,861
136012,2008,1,10,4,530,535,720,730,YV,2709,N933LR,170,175,149,-10,-5,IAH,PHX,1009
136013,2008,1,10,4,2010,2005,2200,2201,YV,2832,N923FJ,170,176,151,-1,5,IAH,PHX,1009
136014,2008,1,10,4,1525,1525,1642,1659,YV,2715,N924FJ,137,154,126,-17,0,ICT,PHX,870
136015,2008,1,10,4,842,845,1008,1024,YV,2741,N7264V,146,159,127,-16,-3,ICT,PHX,870
136016,2008,1,10,4,1120,1125,1243,1230,YV,2673,N910FJ,83,65,56,13,-5,ILM,CLT,185
136017,2008,1,10,4,1946,1953,2135,2129,YV,2650,N932LR,109,96,89,6,-7,IND,CLT,428
136018,2008,1,10,4,828,828,920,915,YV,1035,N651BR,52,47,36,5,0,ITO,HNL,216
136019,2008,1,10,4,1237,1243,1330,1330,YV,1037,N693BR,53,47,37,0,-6,ITO,HNL,216
136020,2008,1,10,4,1636,1638,1720,1725,YV,1039,N654BR,44,47,34,-5,-2,ITO,HNL,216
136021,2008,1,10,4,1850,1853,1940,1940,YV,1042,N655BR,50,47,37,0,-3,ITO,HNL,216
136022,2008,1,10,4,2055,2108,2150,2155,YV,1043,N655BR,55,47,36,-5,-13,ITO,HNL,216
136023,2008,1,10,4,1025,1028,1112,1115,YV,1044,N693BR,47,47,38,-3,-3,ITO,HNL,216
136024,2008,1,10,4,1425,1446,1634,1642,YV,7304,N77181,129,116,87,-8,-21,JAX,IAD,631
136025,2008,1,10,4,1340,1055,1544,1242,YV,7388,N27173,124,107,85,182,165,JAX,IAD,631
136026,2008,1,10,4,1555,1559,1803,1759,YV,2619,N905FJ,128,120,94,4,-4,JFK,CLT,541
136027,2008,1,10,4,620,620,823,820,YV,2629,N956LR,123,120,96,3,0,JFK,CLT,541
136028,2008,1,10,4,1205,1205,1405,1405,YV,2685,N907FJ,120,120,89,0,0,JFK,CLT,541
136029,2008,1,10,4,620,620,705,700,YV,1010,N646BR,45,40,30,5,0,KOA,HNL,163
136030,2008,1,10,4,826,830,913,910,YV,1011,N646BR,47,40,29,3,-4,KOA,HNL,163
136031,2008,1,10,4,1225,1230,1315,1310,YV,1015,N646BR,50,40,32,5,-5,KOA,HNL,163
136032,2008,1,10,4,2030,2030,2115,2110,YV,1019,N651BR,45,40,31,5,0,KOA,HNL,163
136033,2008,1,10,4,1025,1030,1110,1110,YV,1024,N654BR,45,40,31,0,-5,KOA,HNL,163
136034,2008,1,10,4,1433,1430,1520,1510,YV,1025,N651BR,47,40,29,10,3,KOA,HNL,163
136035,2008,1,10,4,1830,1830,1916,1910,YV,1029,N646BR,46,40,32,6,0,KOA,HNL,163
136036,2008,1,10,4,600,600,609,608,YV,7142,N592ML,69,68,49,1,0,LAN,ORD,179
136037,2008,1,10,4,854,903,858,911,YV,7143,N592ML,64,68,52,-13,-9,LAN,ORD,179
136038,2008,1,10,4,1319,1323,1324,1331,YV,7455,N37342,65,68,53,-7,-4,LAN,ORD,179
136039,2008,1,10,4,2346,2346,410,425,YV,2892,N935LR,144,159,119,-15,0,LAS,AUS,1090
136040,2008,1,10,4,119,2353,213,103,YV,2782,N916FJ,54,70,36,70,86,LAS,BFL,224
136041,2008,1,10,4,1946,1946,2052,2049,YV,2789,N17337,66,63,46,3,0,LAS,BUR,223
136042,2008,1,10,4,2349,2349,235,235,YV,2917,N912FJ,106,106,74,0,0,LAS,COS,604
136043,2008,1,10,4,2355,2355,243,237,YV,2876,N17275,108,102,71,6,0,LAS,ELP,584
136044,2008,1,10,4,50,2351,258,203,YV,2945,N922FJ,128,132,112,55,59,LAS,EUG,699
136045,2008,1,10,4,2351,2355,107,110,YV,2791,N917FJ,76,75,46,-3,-4,LAS,FAT,258
136046,2008,1,10,4,1609,1609,1729,1721,YV,2746,N17337,80,72,42,8,0,LAS,LAX,236
136047,2008,1,10,4,2350,2351,215,148,YV,2866,N17337,145,117,101,27,-1,LAS,MFR,599
136048,2008,1,10,4,1615,1616,1802,1750,YV,2770,N911FJ,107,94,72,12,-1,LAS,OAK,407
136049,2008,1,10,4,1259,1300,1353,1356,YV,2820,N17337,54,56,34,-3,-1,LAS,ONT,197
136050,2008,1,10,4,1736,1727,2010,1936,YV,2846,N939LR,94,69,67,34,9,LAS,PHX,256
136051,2008,1,10,4,2255,2300,55,110,YV,2986,N7264V,60,70,38,-15,-5,LAS,PHX,256
136052,2008,1,10,4,2356,2359,115,110,YV,2792,N437YV,79,71,50,5,-3,LAS,PSP,173
136053,2008,1,10,4,1854,1855,2020,2012,YV,2978,N912FJ,86,77,69,8,-1,LAS,RNO,345
136054,2008,1,10,4,2357,2357,437,429,YV,2875,N926LR,160,152,121,8,0,LAS,SAT,1069
136055,2008,1,10,4,1133,1145,1245,1300,YV,2724,N911FJ,72,75,50,-15,-12,LAS,SBA,288
136056,2008,1,10,4,2352,2355,117,119,YV,2749,N77286,85,84,51,-2,-3,LAS,SBP,314
136057,2008,1,10,4,9,2359,156,128,YV,2799,N915FJ,107,89,65,28,10,LAS,SJC,386
136058,2008,1,10,4,2350,2352,245,215,YV,2984,N7291Z,115,83,72,30,-2,LAS,SLC,368
136059,2008,1,10,4,900,900,1027,1028,YV,2796,N17337,87,88,71,-1,0,LAS,SMF,397
136060,2008,1,10,4,2356,2356,214,212,YV,2835,N933LR,78,76,36,2,0,LAS,TUS,365
136061,2008,1,10,4,2359,2359,210,216,YV,2863,N991HA,71,77,55,-6,0,LAS,YUM,238
136062,2008,1,10,4,1800,1800,1910,1906,YV,2747,N17337,70,66,46,4,0,LAX,LAS,236
136063,2008,1,10,4,1558,1540,1657,1646,YV,2845,N939LR,59,66,44,11,18,LAX,LAS,236
136064,2008,1,10,4,1655,1705,1800,1811,YV,2978,N912FJ,65,66,43,-11,-10,LAX,LAS,236
136065,2008,1,10,4,541,600,650,714,YV,7164,N522LR,69,74,46,-24,-19,LGA,IAD,229
136066,2008,1,10,4,947,950,1116,1117,YV,7209,N75992,89,87,47,-1,-3,LGA,IAD,229
136067,2008,1,10,4,1415,1425,1517,1550,YV,7365,N47202,62,85,47,-33,-10,LGA,IAD,229
136068,2008,1,10,4,935,945,1155,1207,YV,2766,N27191,80,82,54,-12,-10,LGB,PHX,355
136069,2008,1,10,4,650,650,1033,917,YV,2821,N918FJ,163,87,60,76,0,LGB,PHX,355
136070,2008,1,10,4,1251,1255,1457,1517,YV,2824,N926LR,66,82,52,-20,-4,LGB,PHX,355
136071,2008,1,10,4,1636,1615,1855,1837,YV,2829,N925FJ,79,82,60,18,21,LGB,PHX,355
136072,2008,1,10,4,1920,1930,2135,2152,YV,2834,N903FJ,75,82,55,-17,-10,LGB,PHX,355
136073,2008,1,10,4,1034,1035,1055,1109,YV,1012,N651BR,21,34,12,-14,-1,LIH,HNL,102
136074,2008,1,10,4,815,825,850,859,YV,1023,N654BR,35,34,11,-9,-10,LIH,HNL,102
136075,2008,1,10,4,1225,1235,1300,1309,YV,1026,N654BR,35,34,20,-9,-10,LIH,HNL,102
136076,2008,1,10,4,1642,1635,1712,1709,YV,1028,N646BR,30,34,19,3,7,LIH,HNL,102
136077,2008,1,10,4,2020,2035,2053,2109,YV,1030,N646BR,33,34,20,-16,-15,LIH,HNL,102
136078,2008,1,10,4,1420,1435,1450,1509,YV,1038,N654BR,30,34,20,-19,-15,LIH,HNL,102
136080,2008,1,10,4,1535,1543,1555,1554,YV,7305,N571ML,80,71,60,1,-8,MBS,ORD,222
136081,2008,1,10,4,1455,1505,1830,1812,YV,2680,N938LR,155,127,111,18,-10,MCI,CLT,809
136082,2008,1,10,4,1015,1025,1330,1334,YV,2684,N934FJ,135,129,110,-4,-10,MCI,CLT,809
136084,2008,1,10,4,741,745,1052,1104,YV,7357,N501MJ,131,139,107,-12,-4,MCI,IAD,926
136085,2008,1,10,4,1727,1730,2051,2049,YV,7367,N516LR,144,139,127,2,-3,MCI,IAD,926
136086,2008,1,10,4,1558,1508,1747,1634,YV,7328,N501MJ,109,86,71,73,50,MCI,ORD,403
136087,2008,1,10,4,700,710,838,848,YV,2621,N907FJ,98,98,81,-10,-10,MDT,CLT,413
136088,2008,1,10,4,1335,1345,1520,1519,YV,2695,N919FJ,105,94,81,1,-10,MDT,CLT,413
136089,2008,1,10,4,1442,1450,1521,1544,YV,7245,N27172,39,54,23,-23,-8,MDT,IAD,94
136091,2008,1,10,4,1038,1048,1119,1133,YV,7391,N17175,41,45,22,-14,-10,MDT,IAD,94
136092,2008,1,10,4,932,937,1030,1045,YV,7226,N511MJ,118,128,96,-15,-5,MDT,ORD,594
136093,2008,1,10,4,1938,1848,2105,2002,YV,7310,N503MJ,147,134,112,63,50,MDT,ORD,594
136094,2008,1,10,4,1429,1429,1726,1703,YV,2608,N928LR,117,94,80,23,0,MEM,CLT,512
136095,2008,1,10,4,1030,930,1300,1204,YV,2652,N905FJ,90,94,69,56,60,MEM,CLT,512
136096,2008,1,10,4,625,635,902,912,YV,2668,N932LR,97,97,82,-10,-10,MEM,CLT,512
136097,2008,1,10,4,740,740,1020,1015,YV,2779,N926LR,220,215,188,5,0,MEM,PHX,1263
136098,2008,1,10,4,1426,1426,1653,1657,YV,2827,N915FJ,207,211,177,-4,0,MEM,PHX,1263
136099,2008,1,10,4,2020,2030,2155,2215,YV,2865,N7264V,95,105,82,-20,-10,MFR,LAS,599
136100,2008,1,10,4,545,550,855,909,YV,2841,N7305V,130,139,109,-14,-5,MFR,PHX,854
136101,2008,1,10,4,1206,1208,1350,1359,YV,7237,N512MJ,104,111,83,-9,-2,MHT,IAD,418
136102,2008,1,10,4,1224,1240,1458,1525,YV,2872,N927LR,94,105,79,-27,-16,MRY,PHX,598
136103,2008,1,10,4,615,615,905,905,YV,2903,N7291Z,110,110,94,0,0,MRY,PHX,598
136104,2008,1,10,4,1507,1520,1618,1650,YV,7318,N519LR,131,150,116,-32,-13,MSN,DEN,826
136105,2008,1,10,4,706,635,752,729,YV,7320,N510MJ,46,54,26,23,31,MSN,ORD,109
136107,2008,1,10,4,1621,1628,1725,1740,YV,7096,N444YV,64,72,50,-15,-7,MTJ,DEN,197
136108,2008,1,10,4,842,700,1008,829,YV,7104,N447YV,86,89,51,99,102,MTJ,DEN,197
136109,2008,1,10,4,1323,1323,1438,1435,YV,7161,N454YV,75,72,50,3,0,MTJ,DEN,197
136110,2008,1,10,4,1153,1156,1300,1308,YV,7180,N446YV,67,72,52,-8,-3,MTJ,DEN,197
136111,2008,1,10,4,550,600,650,700,YV,2691,N929LR,60,60,42,-10,-10,MYR,CLT,156
136112,2008,1,10,4,1520,1437,1636,1558,YV,7125,N75987,76,81,60,38,43,MYR,IAD,372
136113,2008,1,10,4,1844,1850,2132,2145,YV,2833,N911FJ,108,115,87,-13,-6,OAK,PHX,646
136114,2008,1,10,4,1205,1215,1445,1510,YV,2884,N912FJ,100,115,80,-25,-10,OAK,PHX,646
136115,2008,1,10,4,620,625,655,657,YV,1001,N693BR,35,32,23,-2,-5,OGG,HNL,100
136116,2008,1,10,4,820,825,852,857,YV,1002,N693BR,32,32,23,-5,-5,OGG,HNL,100
136117,2008,1,10,4,1023,1030,1103,1102,YV,1003,N646BR,40,32,24,1,-7,OGG,HNL,100
136118,2008,1,10,4,1218,1230,1250,1302,YV,1004,N651BR,32,32,22,-12,-12,OGG,HNL,100
136119,2008,1,10,4,1640,1640,1713,1712,YV,1006,N651BR,33,32,24,1,0,OGG,HNL,100
136120,2008,1,10,4,1825,1830,1900,1902,YV,1007,N651BR,35,32,23,-2,-5,OGG,HNL,100
136121,2008,1,10,4,2020,2030,2055,2102,YV,1008,N654BR,35,32,22,-7,-10,OGG,HNL,100
136122,2008,1,10,4,1455,1445,1528,1517,YV,1027,N693BR,33,32,18,11,10,OGG,HNL,100
136124,2008,1,10,4,1521,1521,1639,1649,YV,2734,N909FJ,138,148,122,-10,0,OKC,PHX,833
136125,2008,1,10,4,850,845,1025,1018,YV,2769,N917FJ,155,153,124,7,5,OKC,PHX,833
136126,2008,1,10,4,1515,1458,1657,1650,YV,2944,N921FJ,162,172,147,7,17,OMA,PHX,1037
136127,2008,1,10,4,1430,1430,1528,1534,YV,2826,N17337,58,64,44,-6,0,ONT,LAS,197
136129,2008,1,10,4,1444,1414,1725,1701,YV,7149,N715SF,101,107,84,24,30,ORD,ABE,654
136130,2008,1,10,4,1644,1645,1958,1934,YV,7297,N502MJ,134,109,82,24,-1,ORD,ABE,654
136131,2008,1,10,4,1148,1155,1232,1249,YV,7123,N27318,44,54,26,-17,-7,ORD,ATW,160
136132,2008,1,10,4,953,955,1244,1245,YV,7345,N506MJ,171,170,144,-1,-2,ORD,AUS,978
136133,2008,1,10,4,1445,1358,1720,1645,YV,7190,N592ML,95,107,75,35,47,ORD,AVP,631
136134,2008,1,10,4,925,928,1115,1119,YV,7354,N37208,110,111,93,-4,-3,ORD,BHM,584
136135,2008,1,10,4,1022,1015,1120,1106,YV,7301,N27314,58,51,27,14,7,ORD,BMI,116
136136,2008,1,10,4,1333,1335,1424,1426,YV,7307,N77302,51,51,33,-2,-2,ORD,BMI,116
136137,2008,1,10,4,2309,2120,15,2211,YV,7309,N77302,66,51,29,124,109,ORD,BMI,116
136138,2008,1,10,4,707,645,843,815,YV,7343,N75994,96,90,71,28,22,ORD,BNA,409
136139,2008,1,10,4,2121,1815,2247,1945,YV,7374,N521LR,86,90,65,182,186,ORD,BNA,409
136140,2008,1,10,4,831,728,1112,958,YV,7219,N650ML,101,90,65,74,63,ORD,BUF,473
136141,2008,1,10,4,2241,1900,141,2155,YV,7188,N592ML,120,115,103,226,221,ORD,CAE,666
136142,2008,1,10,4,851,905,1144,1200,YV,7211,N715SF,113,115,96,-16,-14,ORD,CAE,666
136143,2008,1,10,4,1756,1625,2101,1920,YV,7230,N27314,125,115,107,101,91,ORD,CAE,666
136144,2008,1,10,4,1456,1418,1756,1713,YV,7350,N37342,120,115,98,43,38,ORD,CAE,666
136145,2008,1,10,4,928,935,1131,1154,YV,7160,N77302,63,79,47,-23,-7,ORD,CAK,344
136147,2008,1,10,4,1336,1340,1646,1645,YV,7121,N522LR,130,125,104,1,-4,ORD,CHS,760
136148,2008,1,10,4,829,830,1125,1135,YV,7169,N518LR,116,125,98,-10,-1,ORD,CHS,760
136149,2008,1,10,4,755,800,850,904,YV,7120,N519LR,55,64,40,-14,-5,ORD,CID,196
136150,2008,1,10,4,2030,2020,2153,2124,YV,7181,N501MJ,83,64,36,29,10,ORD,CID,196
136151,2008,1,10,4,2128,2055,34,2340,YV,7248,N508MJ,126,105,92,54,33,ORD,CLT,599
136152,2008,1,10,4,1838,1805,2155,2057,YV,7410,N510MJ,137,112,116,58,33,ORD,CLT,599
136153,2008,1,10,4,902,904,1020,1043,YV,7146,N510MJ,138,159,117,-23,-2,ORD,COS,911
136155,2008,1,10,4,1052,945,1158,1052,YV,7157,N592ML,66,67,38,66,67,ORD,CWA,213
136156,2008,1,10,4,2123,1900,2233,2017,YV,7177,N77331,70,77,47,136,143,ORD,DSM,299
136157,2008,1,10,4,751,800,934,945,YV,7353,N571ML,103,105,75,-11,-9,ORD,FSD,462
136158,2008,1,10,4,1325,1317,1516,1512,YV,7196,N27314,51,55,31,4,8,ORD,FWA,157
136159,2008,1,10,4,823,638,906,735,YV,7186,N37342,43,57,29,91,105,ORD,GRB,174
136160,2008,1,10,4,1643,1624,1747,1721,YV,7356,N77302,64,57,34,26,19,ORD,GRB,174
136163,2008,1,10,4,1455,1434,1755,1721,YV,7362,N77331,120,107,89,34,21,ORD,GSP,577
136164,2008,1,10,4,1746,1750,2042,2037,YV,7364,N650ML,116,107,94,5,-4,ORD,GSP,577
136165,2008,1,10,4,637,638,817,835,YV,7143,N592ML,40,57,30,-18,-1,ORD,LAN,179
136166,2008,1,10,4,2148,2130,2337,2327,YV,7199,N37342,49,57,32,10,18,ORD,LAN,179
136167,2008,1,10,4,1056,1058,1246,1255,YV,7455,N37342,50,57,31,-9,-2,ORD,LAN,179
136168,2008,1,10,4,1322,1310,1515,1515,YV,7305,N571ML,53,65,36,0,12,ORD,MBS,222
136169,2008,1,10,4,2021,1930,2235,2135,YV,7368,N651ML,74,65,41,60,51,ORD,MBS,222
136170,2008,1,10,4,1520,1520,1659,1654,YV,7254,N516LR,99,94,66,5,0,ORD,MCI,403
136171,2008,1,10,4,731,735,1008,1019,YV,7303,N17175,97,104,78,-11,-4,ORD,MDT,594
136172,2008,1,10,4,1336,1340,1431,1434,YV,7370,N519LR,55,54,28,-3,-4,ORD,MSN,109
136173,2008,1,10,4,2145,2130,2235,2224,YV,7382,N503MJ,50,54,31,11,15,ORD,MSN,109
136175,2008,1,10,4,1408,1410,1716,1711,YV,7132,N505MJ,128,121,104,5,-2,ORD,ORF,717
136176,2008,1,10,4,903,910,1213,1211,YV,7134,N513MJ,130,121,104,2,-7,ORD,ORF,717
136177,2008,1,10,4,1926,1930,2245,2231,YV,7144,N522LR,139,121,104,14,-4,ORD,ORF,717
136178,2008,1,10,4,1101,1110,1403,1411,YV,7321,N509MJ,122,121,97,-8,-9,ORD,ORF,717
136180,2008,1,10,4,1426,1315,1708,1616,YV,7381,N518LR,162,181,146,52,71,ORD,SAT,1041
136181,2008,1,10,4,623,628,912,930,YV,7236,N515MJ,109,122,97,-18,-5,ORD,SAV,773
136182,2008,1,10,4,1409,1409,1727,1711,YV,7358,N508MJ,138,122,108,16,0,ORD,SAV,773
136183,2008,1,10,4,940,945,1107,1133,YV,7325,N516LR,27,48,17,-26,-5,ORD,SBN,84
136184,2008,1,10,4,812,808,944,956,YV,7340,N505MJ,32,48,18,-12,4,ORD,SBN,84
136186,2008,1,10,4,1227,1155,1413,1343,YV,7375,N77331,46,48,23,30,32,ORD,SBN,84
136187,2008,1,10,4,1700,1625,1821,1723,YV,7155,N571ML,81,58,34,58,35,ORD,SPI,174
136188,2008,1,10,4,815,815,922,913,YV,7330,N27318,67,58,38,9,0,ORD,SPI,174
136190,2008,1,10,4,1357,1310,1546,1515,YV,7333,N650ML,49,65,33,31,47,ORD,TVC,224
136191,2008,1,10,4,925,930,1050,1050,YV,2627,N929LR,85,80,65,0,-5,ORF,CLT,290
136192,2008,1,10,4,2020,1945,2152,2105,YV,2665,N956LR,92,80,67,47,35,ORF,CLT,290
136193,2008,1,10,4,1606,1607,1709,1710,YV,7238,N512MJ,63,63,38,-1,-1,ORF,IAD,157
136194,2008,1,10,4,1245,1250,1339,1349,YV,7239,N513MJ,54,59,35,-10,-5,ORF,IAD,157
136195,2008,1,10,4,1449,1500,1551,1559,YV,7241,N509MJ,62,59,38,-8,-11,ORF,IAD,157
136196,2008,1,10,4,1745,1745,2006,1910,YV,7132,N505MJ,201,145,126,56,0,ORF,ORD,717
136197,2008,1,10,4,659,705,819,830,YV,7133,N506MJ,140,145,106,-11,-6,ORF,ORD,717
136198,2008,1,10,4,1710,1450,1822,1600,YV,7182,N37208,72,70,32,142,140,PHL,IAD,134
136199,2008,1,10,4,1912,1920,2019,2027,YV,7242,N77181,67,67,37,-8,-8,PHL,IAD,134
136200,2008,1,10,4,1317,1307,1432,1421,YV,2702,N902FJ,75,74,44,11,10,PHX,ABQ,328
136202,2008,1,10,4,1620,1624,1925,1936,YV,2889,N917FJ,125,132,106,-11,-4,PHX,AUS,872
136203,2008,1,10,4,1855,1754,1930,1822,YV,2777,N97325,95,88,72,68,61,PHX,BFL,425
136204,2008,1,10,4,1117,1127,1156,1204,YV,2779,N917FJ,99,97,65,-8,-10,PHX,BFL,425
136205,2008,1,10,4,2050,2051,2115,2120,YV,2781,N17275,85,89,60,-5,-1,PHX,BFL,425
136206,2008,1,10,4,830,816,904,850,YV,2773,N17275,94,94,71,14,14,PHX,BUR,369
136207,2008,1,10,4,2055,2103,2146,2153,YV,2768,N988HA,111,110,85,-7,-8,PHX,CLD,306
136208,2008,1,10,4,1623,1608,1804,1748,YV,2914,N77286,101,100,76,16,15,PHX,COS,551
136209,2008,1,10,4,1946,1946,2135,2127,YV,2916,N933LR,109,101,72,8,0,PHX,COS,551
136210,2008,1,10,4,940,945,1128,1128,YV,2920,N925FJ,108,103,82,0,-5,PHX,COS,551
136211,2008,1,10,4,1259,1259,1440,1442,YV,2922,N27191,101,103,79,-2,0,PHX,COS,551
136212,2008,1,10,4,820,826,1011,1021,YV,2908,N933LR,111,115,90,-10,-6,PHX,DEN,602
136213,2008,1,10,4,2249,2249,20,36,YV,2926,N925FJ,91,107,74,-16,0,PHX,DEN,602
136214,2008,1,10,4,1010,1006,1133,1136,YV,2894,N17231,83,90,51,-3,4,PHX,DRO,351
136215,2008,1,10,4,1609,1609,1749,1749,YV,2896,N991HA,100,100,78,0,0,PHX,DRO,351
136216,2008,1,10,4,1051,1004,1451,1402,YV,2816,N903FJ,180,178,141,49,47,PHX,DSM,1149
136217,2008,1,10,4,1940,1946,2335,2336,YV,2818,N17231,175,170,143,-1,-6,PHX,DSM,1149
136218,2008,1,10,4,1317,1317,1433,1433,YV,2878,N942LR,76,76,50,0,0,PHX,ELP,347
136219,2008,1,10,4,1944,1945,2046,2100,YV,2880,N922FJ,62,75,48,-14,-1,PHX,ELP,347
136220,2008,1,10,4,2245,2247,2345,2357,YV,2881,N923FJ,60,70,46,-12,-2,PHX,ELP,347
136221,2008,1,10,4,1747,1747,1938,1922,YV,2944,N915FJ,171,155,148,16,0,PHX,EUG,952
136223,2008,1,10,4,1200,1109,1248,1156,YV,2711,N77260,108,107,84,52,51,PHX,FAT,493
136224,2008,1,10,4,1745,1750,1825,1831,YV,2715,N902FJ,100,101,77,-6,-5,PHX,FAT,493
136225,2008,1,10,4,2235,2050,2325,2132,YV,2716,N916FJ,110,102,93,113,105,PHX,FAT,493
136226,2008,1,10,4,1430,1437,1515,1519,YV,2869,N17231,105,102,87,-4,-7,PHX,FAT,493
136227,2008,1,10,4,1302,1302,1410,1404,YV,2804,N987HA,68,62,37,6,0,PHX,FLG,119
136228,2008,1,10,4,1050,948,1145,1051,YV,2839,N987HA,55,63,31,54,62,PHX,FLG,119
136229,2008,1,10,4,1600,1610,1700,1709,YV,2855,N987HA,60,59,35,-9,-10,PHX,FLG,119
136230,2008,1,10,4,1930,1934,2030,2032,YV,2857,N989HA,60,58,40,-2,-4,PHX,FLG,119
136231,2008,1,10,4,2247,2257,2340,2353,YV,2859,N989HA,53,56,40,-13,-10,PHX,FLG,119
136233,2008,1,10,4,1600,1600,1802,1758,YV,2905,N437YV,122,118,93,4,0,PHX,GJT,438
136234,2008,1,10,4,1940,1944,2130,2146,YV,2907,N987HA,110,122,95,-16,-4,PHX,GJT,438
136235,2008,1,10,4,1601,1601,1940,1930,YV,2884,N923FJ,159,149,122,10,0,PHX,IAH,1009
136236,2008,1,10,4,2255,2255,217,223,YV,2885,N911FJ,142,148,126,-6,0,PHX,IAH,1009
136237,2008,1,10,4,1125,1115,1445,1437,YV,2923,N924FJ,140,142,107,8,10,PHX,ICT,870
136238,2008,1,10,4,1946,1949,2257,2308,YV,2925,N7305V,131,139,106,-11,-3,PHX,ICT,870
136239,2008,1,10,4,755,748,812,756,YV,2796,N17337,77,68,49,16,7,PHX,LAS,256
136240,2008,1,10,4,1556,1600,1620,1625,YV,2708,N912FJ,84,85,60,-5,-4,PHX,LAX,370
136241,2008,1,10,4,1515,1436,1534,1503,YV,2853,N939LR,79,87,62,31,39,PHX,LAX,370
136242,2008,1,10,4,815,821,852,850,YV,2728,N27191,97,89,61,2,-6,PHX,LGB,355
136243,2008,1,10,4,1125,1125,1155,1155,YV,2730,N926LR,90,90,59,0,0,PHX,LGB,355
136244,2008,1,10,4,1553,1447,1609,1507,YV,2732,N925FJ,76,80,60,62,66,PHX,LGB,355
136245,2008,1,10,4,1804,1746,1821,1805,YV,2734,N903FJ,77,79,55,16,18,PHX,LGB,355
136246,2008,1,10,4,2115,2115,2136,2139,YV,2739,N924FJ,81,84,56,-3,0,PHX,LGB,355
136247,2008,1,10,4,949,949,1345,1350,YV,2941,N915FJ,176,181,149,-5,0,PHX,MEM,1263
136248,2008,1,10,4,1949,1951,2331,2351,YV,2946,N927LR,162,180,144,-20,-2,PHX,MEM,1263
136249,2008,1,10,4,1750,1752,1919,1919,YV,2864,N7264V,149,147,132,0,-2,PHX,MFR,854
136250,2008,1,10,4,1100,1103,1204,1204,YV,2769,N927LR,124,121,97,0,-3,PHX,MRY,598
136251,2008,1,10,4,1804,1809,1900,1902,YV,2771,N17358,116,113,100,-2,-5,PHX,MRY,598
136252,2008,1,10,4,822,822,942,932,YV,2774,N912FJ,140,130,106,10,0,PHX,OAK,646
136253,2008,1,10,4,1729,1729,2025,2034,YV,2815,N942LR,116,125,101,-9,0,PHX,OKC,833
136254,2008,1,10,4,958,959,1303,1315,YV,2995,N909FJ,125,136,95,-12,-1,PHX,OKC,833
136255,2008,1,10,4,1100,1006,1440,1352,YV,2891,N921FJ,160,166,141,48,54,PHX,OMA,1037
136256,2008,1,10,4,1558,1600,1606,1606,YV,2733,N927LR,68,66,50,0,-2,PHX,PSP,261
136257,2008,1,10,4,830,827,844,841,YV,2737,N17358,74,74,51,3,3,PHX,PSP,261
136258,2008,1,10,4,1107,1107,1125,1122,YV,2741,N7264V,78,75,46,3,0,PHX,PSP,261
136259,2008,1,10,4,1744,1744,1739,1750,YV,2743,N924FJ,55,66,43,-11,0,PHX,PSP,261
136260,2008,1,10,4,2055,2055,2120,2128,YV,2745,N991HA,85,93,67,-8,0,PHX,PSP,261
136261,2008,1,10,4,1745,1745,1835,1837,YV,2762,N909FJ,110,112,91,-2,0,PHX,RNO,601
